Topic,Question,Answer,Incorrect Answer 1,Incorrect Answer 2,Incorrect Answer 3
Excel - Advanced,How do you use Excel's Power Query for data reshaping?,"Use operations like pivot, unpivot, group by, or custom M code to reshape data into the required format.",Power Query is not for reshaping data; use formulas.,Data reshaping must be done manually outside Power Query.,Power Query only reshapes data from SQL databases.
Excel - Advanced,What does the IMEXP function do in Excel?,Calculates the exponential of a complex number.,IMEXP is for exporting complex data.,It's for creating exponential charts.,IMEXP only works with positive real numbers.
Excel - Advanced,How do you use Excel's Data Validation for date restrictions?,Set up Data Validation with date criteria to ensure entries are within a specific date range.,Date restrictions in Data Validation are not possible.,You must use VBA to restrict date entries.,"Data Validation only supports current date, not ranges."
Excel - Advanced,How do you use Excel's VBA for creating custom dialog boxes?,"Use UserForm controls like labels, text boxes, and buttons to build interactive dialogs for user input.",VBA can't create custom dialog boxes; use Excel's built-in ones.,Custom dialogs require a separate application.,"UserForms are for data display only, not interaction."
Excel - Advanced,What does the IMSQRT function do in Excel?,Calculates the square root of a complex number.,IMSQRT is for data sorting.,It's for creating square root charts.,IMSQRT only works with non-negative real numbers.
Excel - Advanced,How do you use Excel's Power Query for data profiling?,Employ Power Query's data preview and transformation steps to analyze data quality and structure.,Data profiling is not supported in Power Query; use Excel functions.,Profiling requires external data analysis tools.,"Power Query is only for data import, not profiling."
Excel - Advanced,How do you use Excel's Scenario Manager for risk analysis?,Create multiple scenarios with different input values to assess potential outcomes and risks.,Scenario Manager is not designed for risk analysis.,Risk analysis requires specialized software.,Excel's Scenario Manager only deals with financial scenarios.
Excel - Advanced,What does the IMARGUMENT function do in Excel?,Returns the argument (theta) of a complex number in radians.,IMARGUMENT is for argument validation in data entry.,It's for creating argument charts.,IMARGUMENT only works with positive real numbers.
Excel - Advanced,How do you use Excel's VBA for real-time data updates?,Write VBA code to interact with external data sources or use events like Worksheet_Change for real-time updates.,VBA does not support real-time updates; use Excel's native functions.,Real-time data requires a separate Excel add-in.,"VBA can only update data on a schedule, not in real-time."
Excel - Advanced,What is the purpose of the IMREAL function in Excel?,Extracts the real part from a complex number.,IMREAL is for real-time data analysis.,It's for creating real number charts.,IMREAL only works with positive numbers.
Excel - Advanced,How do you use Excel's Power Pivot for complex data models?,"Define relationships, use calculated columns and measures with DAX to model complex data interactions.",Power Pivot is limited to simple data models.,Complex models need to be built outside of Excel.,"Power Pivot only supports basic calculations, not complex modeling."
Excel - Advanced,What does the IMAGINARY function do in Excel?,Returns the imaginary part of a complex number.,IMAGINARY is for creating imaginary data scenarios.,It's for charts with imaginary axes.,IMAGINARY only works with real numbers.
Excel - Advanced,How do you use Excel's OFFSET function for dynamic named ranges?,Define a named range using OFFSET to adjust dynamically based on data changes.,OFFSET cannot be used for named ranges.,Dynamic named ranges require VBA to function.,OFFSET only creates static ranges.
Excel - Advanced,What is the purpose of the IMPOWER function in Excel?,Raises a complex number to a power.,IMPOWER is for power analysis of data sets.,It's for creating power charts.,IMPOWER only works with positive real numbers.
Excel - Advanced,How do you use Excel's Data Validation for custom input messages?,Specify custom input messages that appear when a cell is selected to guide user data entry.,Custom input messages are not possible with Data Validation.,Input messages require VBA to be set up.,Data Validation only shows default messages.
Excel - Advanced,What does the IMSINH function do in Excel?,Calculates the hyperbolic sine of a complex number.,IMSINH is for financial sine calculations.,It's for creating hyperbolic sine charts.,IMSINH only works with positive real numbers.
Excel - Advanced,How do you use Excel's Power Pivot DAX for advanced aggregations?,"Use DAX functions like SUMX, AVERAGEX, or CALCULATETABLE for more detailed and conditional aggregations.",DAX is limited to basic SUM and AVERAGE; use Excel formulas for advanced.,Advanced aggregations require external tools.,Power Pivot DAX doesn't support custom aggregations.
Excel - Advanced,What is the purpose of the IMCOSH function in Excel?,Calculates the hyperbolic cosine of a complex number.,IMCOSH is for financial cosine calculations.,It's for creating hyperbolic cosine charts.,IMCOSH only works with positive real numbers.
Excel - Advanced,How do you use Excel's VBA for complex data manipulation?,"Write scripts to perform operations like sorting, filtering, or transforming large datasets programmatically.",VBA is not suited for complex data manipulation; use Power Query.,Complex manipulation requires a different programming environment.,VBA only supports basic data operations.
Application Performance Monitoring,What is Application Performance Monitoring (APM)?,A practice of monitoring and managing the performance and availability of software applications.,APM is about monitoring the physical hardware of servers.,It's solely for tracking application updates.,"APM deals only with user behavior, not performance."
Application Performance Monitoring,Which metric is critical for APM?,Response Time - how long it takes for an application to respond to a request.,Total number of users logged in at any moment.,Number of code commits per day.,Disk space usage on the server.
Application Performance Monitoring,"What does ""latency"" refer to in APM?",The time it takes for data to travel from its source to its destination.,Latency measures how much data is transferred.,It's the total time an application is running.,Latency is the number of active connections.
Application Performance Monitoring,How does APM help in identifying bottlenecks?,"By tracking performance metrics like CPU usage, memory consumption, and database query times.",APM only identifies network bottlenecks.,It solely focuses on user interface issues.,APM cannot identify bottlenecks; it only logs errors.
